abbr,date/time,temperature (degrees celsius),pressure (hpa),humidity (%),dew point (degrees celsius),wind direction (degree),wind speed (knots),wind speed (kmh),cloud amount (octas),altitude (metres)
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.6,1019.3,98.3,11.3,90,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.1,1019.5,98.6,10.9,360,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,9.8,1019.9,98.9,9.6,297,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,9.3,1019.9,99.4,9.2,180,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.9,1019.7,98.1,8.6,315,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.6,1019.3,99,8.4,270,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8,1019.1,99.5,7.9,288,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.2,1018.9,98.7,8,297,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.2,1018.8,98.1,7.9,315,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8,1018.8,98.6,7.8,360,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,9.8,1018.7,93.6,8.8,225,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16,1017.6,68.8,10.2,222,6,10.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.6,1017.4,61.8,10.2,212,7,12.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,19,1017.1,57.4,10.4,218,8,14.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,20.4,1016.7,52.3,10.3,235,10,18,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,21.4,1016.3,49.6,10.4,253,10,18,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,21.8,1016.1,49.7,10.8,253,9,17.3,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,21.3,1016,52.4,11.2,247,7,12.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,21.1,1015.6,54.3,11.5,267,4,6.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,20,1015.4,62.6,12.6,284,2,2.9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.1,1015.8,82.8,14.2,153,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.1,1016,87.8,14.1,90,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16,1016.1,86.9,13.8,279,1,2.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.9,1016.5,93,13.7,90,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.7,1016.4,93.3,13.7,108,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.8,1016.5,91.8,13.5,286,2,2.9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.5,1016.6,94.4,13.6,297,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.5,1016.6,95.5,13.8,278,2,2.9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.2,1016.5,97.5,13.8,225,1,1.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14,1015.8,98.1,13.7,162,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14,1015.1,97.3,13.6,146,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.9,1015,98.2,13.6,162,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.2,1014.7,93.7,13.2,225,2,4.3,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.5,1014.6,91.1,13.1,223,4,8.3,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.3,1015,92.5,13.1,238,5,9.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.2,1015.8,94.9,13.4,252,6,11.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.5,1016.3,94.3,13.5,252,6,10.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.5,1016.8,92.8,13.4,262,6,10.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15,1017,90.3,13.4,264,6,11.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.4,1017.3,89.3,13.6,262,7,13,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.2,1017.4,82.8,13.3,264,7,13,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.2,1018,82.4,13.2,266,5,9.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.3,1018.8,81.9,12.3,313,5,9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14,1019.9,83.9,11.4,15,2,4.3,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.6,1020.8,82.2,10.6,54,3,6.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.6,1021.8,80.2,9.3,37,4,7.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.6,1022.5,79,8.1,28,3,6.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,10.9,1023.5,81.1,7.7,53,2,3.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,9.8,1024,82.1,6.9,41,2,3.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.9,1024.3,86.5,6.8,11,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,7.7,1024.5,89.5,6,287,2,4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.1,1019.4,96,10.5,18,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.1,1019.2,96.8,10.6,18,1,1.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.1,1019.1,96.6,10.5,342,1,1.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.1,1019.2,96.5,10.6,342,1,1.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11,1019.2,97,10.6,292,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11,1019.2,97.2,10.6,284,1,1.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11,1019.1,97,10.6,270,1,1.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.3,1019,96,10.7,45,0,0.7,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.6,1019.2,93.2,10.6,135,0,0.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.1,1019.4,92.5,10.9,198,1,1.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.6,1019.2,88.7,10.8,194,2,3.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.2,1018.9,82.1,10.2,173,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14,1018.5,77,10.1,212,3,4.7,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.2,1018.3,75.2,9.9,225,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.1,1017.9,71.9,10,198,2,3.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.3,1018.1,77.3,10.4,207,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.2,1018,80.8,11,79,1,1.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.9,1018.3,83.8,11.2,180,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.3,1018.7,87.3,11.3,157,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13,1019.2,88.4,11.1,153,1,1.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.9,1019.5,87.4,10.8,162,1,1.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.6,1020,91.1,11.2,45,0,0.7,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.7,1020.2,91.1,11.3,288,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.5,1020.4,90.8,11.1,323,1,1.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.4,1020.3,83.2,9.7,304,2,4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12,1020.3,83.3,9.3,333,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.7,1020.3,84,9,304,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.5,1020.4,85.1,9.1,297,1,1.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.3,1020.5,87,9.2,50,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.2,1020.7,87.7,9.2,45,2,3.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.1,1021,87.9,9.1,56,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.3,1021.2,89.7,9.6,180,1,1.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.8,1021.1,85.6,9.5,172,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13,1020.9,69.9,7.7,180,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.1,1020.6,65.5,7.7,198,3,5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.5,1020.2,63.4,7.6,146,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.8,1019.5,58.7,7.7,249,3,5.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.3,1018.8,59.1,8.3,210,3,5.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.1,1018.3,56.9,8.4,210,4,7.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.4,1018.2,53.7,7.9,252,5,8.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.8,1018.1,53.8,7.4,240,4,7.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.5,1018.3,61.5,8,231,3,5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.7,1019.2,82,9.7,68,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12,1019.5,85.6,9.7,121,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.6,1020,87.6,9.7,135,1,1.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.9,1020.1,87.4,9.9,167,2,3.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.9,1020.2,89.5,10.2,160,2,4.3,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.4,1020.2,88.9,9.6,189,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
